participant_id,stimulus,mental_complexity,distraction,pressed_key,correct_key_pressed,reaction_time,timestamp
1,AD,A_Gerade4,True,U,False,3.63399600982666,1557846223.584836
1,PN,P_Blau,False,R,False,0.3650932312011719,1557846224.954192
1,PN,P_Blau,False,U,True,1.030074119567871,1557846226.9869912
1,AD,A_Gerade,True,R,True,1.0535292625427246,1557846229.046516
1,PD,P_Rot,True,U,False,0.45508289337158203,1557846230.506337
1,PD,P_Blau,True,R,False,0.4231109619140625,1557846231.9336262
1,PD,P_Blau,True,U,True,0.3187899589538574,1557846233.258743
1,PN,P_Rot,False,R,True,0.5285866260528564,1557846234.7915719
1,PD,P_Blau,True,U,True,0.7348129749298096,1557846236.530563
1,PN,P_Rot,False,R,True,2.0017359256744385,1557846239.536264
1,PN,P_Blau,False,U,True,0.5876977443695068,1557846241.128383
1,AN,A_Ungerade1,False,R,False,0.8930296897888184,1557846243.028
1,AD,A_Ungerade1,True,U,True,0.46721792221069336,1557846244.498113
1,AD,A_Ungerade1,True,R,False,0.1056671142578125,1557846245.608105
1,AN,A_Ungerade1,False,R,False,0.24562692642211914,1557846246.856472
1,AN,A_Gerade,False,R,True,0.09584283828735352,1557846247.956117
1,AD,A_Ungerade3,True,R,False,0.004170894622802734,1557846248.965315
1,AD,A_Ungerade1,True,R,False,0.004492044448852539,1557846249.973529
1,PN,P_Blau,False,R,False,0.003778696060180664,1557846250.984501
1,AD,A_Gerade4,True,R,True,0.0034439563751220703,1557846251.9913752
1,AD,A_Gerade,True,R,True,0.0037941932678222656,1557846252.999818
1,AD,A_Gerade8,True,U,False,0.002780914306640625,1557846254.0085042
1,AN,A_Ungerade1,False,U,True,0.003551006317138672,1557846255.014602
1,AN,A_Gerade8,False,R,True,0.004156827926635742,1557846256.022178
1,PN,P_Rot,False,U,False,0.0035409927368164062,1557846257.0300422
1,PN,P_Rot,False,R,True,0.0035550594329833984,1557846258.0370429
1,PD,P_Rot,True,U,False,0.0037200450897216797,1557846259.0454888
1,AD,A_Gerade8,True,R,True,0.0035490989685058594,1557846260.052913
1,AN,A_Gerade4,False,U,False,0.002362966537475586,1557846261.058527
1,PD,P_Blau,True,U,True,0.004423856735229492,1557846262.068272
1,AN,A_Gerade,False,R,True,0.004158973693847656,1557846263.0788548
1,PD,P_Rot,True,U,False,0.0033829212188720703,1557846264.085102
1,PD,P_Rot,True,R,True,0.0036132335662841797,1557846265.0916228
1,PD,P_Rot,True,U,False,0.003506898880004883,1557846266.098967
1,PN,P_Blau,False,R,False,0.0036160945892333984,1557846267.106498
1,PN,P_Blau,False,U,True,0.004034996032714844,1557846268.1145148
1,AN,A_Ungerade5,False,R,False,0.004601955413818359,1557846269.1248598
1,AN,A_Gerade4,False,U,False,0.0036139488220214844,1557846270.13295
1,PD,P_Rot,True,R,True,0.0033860206604003906,1557846271.1395469
1,AN,A_Gerade,False,U,False,0.0034711360931396484,1557846272.146514
